"","MES","BARRIO","A�O_2017_PRED","A�O_2018_PRED"
"1315","09","Terminal de Transporte",34.4035907684066,32.3661234051295
"1316","09","Toscana",6.14242488318701,5.86147355750248
"1317","09","Tricentenario",5.71034332598343,5.52679490990026
"1318","09","Trinidad",7.9452599848475,7.70273167171358
"1319","09","Universidad de Antioquia",4.32520085120981,4.24416112114042
"1320","09","Universidad Nacional",17.5586118298458,16.5135202509465
"1321","09","Villa Carlota",25.2948725968779,25.0427909153776
"1322","09","Villa del Socorro",1.39339752407153,1.33975240715268
"1323","09","Villa Flora",7.63528049828222,7.44443315905791
"1324","09","Villa Nueva",34.4195606777586,34.6270316374578
"1325","09","Villatina",2.93603168695246,2.91139985889751
"1326","10","Alejandría",1.45145018915511,1.40479192938209
"1327","10","Alejandro Echavarría",2.97673085740486,2.98558574048602
"1328","10","Alfonso López",8.0936630301299,8.10173127948988
"1329","10","Altamira",1.45145018915511,1.40479192938209
"1330","10","Asomadera No. 1",4.49273121086582,4.38648960520591
"1331","10","Aures No. 2",3.27362036341015,3.06941600352523
"1332","10","Barrio Caicedo",1.43852978453739,1.42458808618504
"1333","10","Barrio Colón",44.7966437363693,42.8337966351106
"1334","10","Barrio Colombia",14.3703462492736,13.606143870778
"1335","10","Belén",19.8876846376801,19.1047715771907
"1336","10","Belalcázar",3.12955045300735,2.9245808475879
"1337","10","Berlin",4.29629790238174,4.14933626591687
"1338","10","Bolivariana",13.9707102367573,13.1398561022746
"1339","10","Bomboná No. 1",11.3760452465972,10.8188895610277
"1340","10","Boston",20.020291427178,19.5464798301626
"1341","10","Boyacá",3.00743261179082,2.88361205627549
"1342","10","Brasilia",3.05420142632843,2.96190151902087
"1343","10","Buenos Aires",3.35339752407153,3.22775240715268
"1344","10","Córdoba",1.39339752407153,1.33975240715268
"1345","10","Cabecera San Antonio de Prado",19.9203160729095,18.593341114448
"1346","10","Cabecera Urbana San Cristobal",3.1732735426009,3.07982062780269
"1347","10","Calasanz",3.14582239555989,3.04485112127803
"1348","10","Calasanz Parte Alta",1.39339752407153,1.33975240715268
"1349","10","Calle Nueva",13.772536405822,13.6556211646638
"1350","10","Campo Alegre",1.39339752407153,1.33975240715268
"1351","10","Campo Amor",39.1138235398532,38.5252243044313
"1352","10","Campo Valdés No. 1",6.71149778792377,6.34754132535849
"1353","10","Campo Valdés No. 2",2.87705956907478,2.84917617237009
"1354","10","Caribe",51.8904815258291,50.6016167955453
"1355","10","Carlos E. Restrepo",34.2917911404399,32.9222112839802
"1356","10","Castilla",33.4853094488238,32.9832561622348
"1357","10","Castropol",1.96774193548387,1.91111111111111
"1358","10","Cerro Nutibara",1.61567164179104,1.53731343283582
"1359","10","Corazón de Jesús",29.0695857974962,28.6042107209111
"1360","10","Cristo Rey",26.8189525551969,25.9752956708864
"1361","10","Cuarta Brigada",7.76623003948997,7.47368694331612
"1362","10","Cucaracho",1.43852978453739,1.42458808618504
"1363","10","Diego Echavarría",1.45145018915511,1.40479192938209
"1364","10","Doce de Octubre No.1",3.20638692739453,2.94244522904219
"1365","10","Doce de Octubre No.2",5.8347037054485,5.71399257275192
"1366","10","El Castillo",1.67810026385224,1.5197889182058
"1367","10","El Chagualo",9.35887641800195,9.07476970873311
"1368","10","El Diamante",10.6440104427851,10.1905759306068
"1369","10","El Diamante No. 2",1.45145018915511,1.40479192938209
"1370","10","El Estadio",10.2872022476711,9.72810177128836
"1371","10","El Poblado",10.0448884330505,9.68987147158325
"1372","10","El Pomar",1.39339752407153,1.33975240715268
"1373","10","El Progreso",24.7012152348294,25.0704041123889
"1374","10","El Raizal",1.45145018915511,1.40479192938209
"1375","10","El Rincón",1.4932735426009,1.47982062780269
"1376","10","El Velódromo",3.06548527687441,2.9486515785049
